OTD in 1974: 168515 - 168614 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390015-1 (85 pgs)
OTD in 1974: 169424 - 169524 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390024-1 (90 pgs)
OTD in 1974: 170026 - 170126 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390030-4 (98 pgs)
OTD in 1974: 170430 - 170530 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390034-0 (99 pgs)
OTD in 1974: 170531 - 170630 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390035-9 (78 pgs)
OTD in 1976: GROUND PHOTO CAPTION CARD 184423 - 184522 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000200430010-7 (70 pgs)
OTD in 1974: 167070 - 167095 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380040-4 (32 pgs)
OTD in 1974: 167399 - 167498 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390004-3 (100 pgs)
OTD in 1974: 167699 - 167802 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390007-0 (97 pgs)
OTD in 1974: 167100 - 167193 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390001-6 (100 pgs)
OTD in 1974: 167803 - 167903 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390008-9 (96 pgs)
OTD in 1974: 168004 - 168114 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390010-6 (98 pgs)
OTD in 1974: 168215 - 168314 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390012-4 (93 pgs)
OTD in 1974: 168315 - 168414 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390013-3 (100 pgs)
OTD in 1974: 168415 - 168514 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390014-2 (84 pgs)
OTD in 1974: 166658 - 166765 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380036-9 (100 pgs)
OTD in 1974: 164305 - 164404 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380013-4 (100 pgs)
OTD in 1974: 165030 - 165127 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380020-6 (100 pgs)
OTD in 1974: 165432 - 165530 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380024-2 (74 pgs)
OTD in 1974: 166587 - 166657 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380035-0 (94 pgs)
OTD in 1974: 166766 - 166866 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380037-8 (98 pgs)
OTD in 1974: 167199 - 167298 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390002-5 (100 pgs)
OTD in 1974: -324697 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390003-4 (100 pgs)
OTD in 1974: 167499 - 167593 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390005-2 (100 pgs)
OTD in 1974: 167599 - 167698 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100390006-1 (100 pgs)
OTD in 1974: 165531 - 165631 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380025-1 (97 pgs)
OTD in 1974: 150901 - 150902 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100340040-8 (4 pgs)
OTD in 1974: 164405 - 164504 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380014-3 (99 pgs)
OTD in 1974: 164505 - 164604 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380015-2 (99 pgs)
OTD in 1974: 164605 - 164704 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380016-1 (99 pgs)
OTD in 1974: 164705 - 164808 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380017-0 (100 pgs)
OTD in 1974: - https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380018-9 (100 pgs)
OTD in 1974: 164909 - 165029 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380019-8 (99 pgs)
OTD in 1974: 165128 - 165232 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380021-5 (100 pgs)
OTD in 1974: 165233 - 165331 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380022-4 (96 pgs)
OTD in 1974: 165332 - 165431 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380023-3 (100 pgs)
OTD in 1974: 163.297 - 163398 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380003-5 (98 pgs)
OTD in 1974: 168600 - 163701 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380006-2 (100 pgs)
OTD in 1974: 163802 - 163903 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380008-0 (64 pgs)
OTD in 1974: 164004 - 164103 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380010-7 (94 pgs)
OTD in 1974: 164104 - 164203 https://www.cia.gov/library/readingroom/document/cia-rdp78-05867a000100380011-6 (99 pgs)
